Item,Response,Participant,Group,Dimension
27,5,5,USA,Proportionality
28,5,6,USA,Loyalty
29,3,7,USA,Authority
30,1,8,USA,Purity
31,5,9,USA,Care
32,1,10,USA,Equality
33,2,11,USA,Proportionality
34,4,12,USA,Loyalty
35,1,13,USA,Authority
36,1,14,USA,Purity
1,5,15,USA,Care
2,1,16,USA,Equality
3,5,17,USA,Proportionality
4,5,18,USA,Loyalty
5,4,19,USA,Authority
6,4,20,USA,Purity
7,5,21,USA,Care
8,1,22,USA,Equality
9,5,23,USA,Proportionality
10,5,24,USA,Loyalty
11,3,25,USA,Authority
12,4,26,USA,Purity
13,5,27,USA,Care
14,5,28,USA,Equality
15,5,29,USA,Proportionality
16,5,30,USA,Loyalty
17,5,31,USA,Authority
18,5,32,USA,Purity
19,5,33,USA,Care
20,1,34,USA,Equality
21,5,35,USA,Proportionality
22,5,36,USA,Loyalty
23,5,37,USA,Authority
24,5,38,USA,Purity
25,5,39,USA,Care
26,2,40,USA,Equality
27,4,41,USA,Proportionality
28,5,42,USA,Loyalty
29,4,43,USA,Authority
30,2,44,USA,Purity
31,5,45,USA,Care
32,3,46,USA,Equality
33,5,47,USA,Proportionality
34,5,48,USA,Loyalty
35,5,49,USA,Authority
36,3,50,USA,Purity
1,5,51,USA,Care
2,4,52,USA,Equality
3,2,53,USA,Proportionality
4,5,54,USA,Loyalty
5,4,55,USA,Authority
6,4,56,USA,Purity
7,4,57,USA,Care
8,4,58,USA,Equality
9,4,59,USA,Proportionality
10,5,60,USA,Loyalty
11,4,61,USA,Authority
12,3,62,USA,Purity
13,5,63,USA,Care
14,5,64,USA,Equality
15,5,65,USA,Proportionality
16,4,66,USA,Loyalty
17,5,67,USA,Authority
18,3,68,USA,Purity
19,4,69,USA,Care
20,4,70,USA,Equality
21,4,71,USA,Proportionality
22,5,72,USA,Loyalty
23,4,73,USA,Authority
24,3,74,USA,Purity
25,5,75,USA,Care
26,3,76,USA,Equality
27,3,77,USA,Proportionality
28,4,78,USA,Loyalty
29,3,79,USA,Authority
30,2,80,USA,Purity
31,4,81,USA,Care
32,5,82,USA,Equality
33,4,83,USA,Proportionality
34,4,84,USA,Loyalty
35,3,85,USA,Authority
36,4,86,USA,Purity
1,4,87,USA,Care
2,3,88,USA,Equality
3,5,89,USA,Proportionality
4,4,90,USA,Loyalty
5,4,91,USA,Authority
6,4,92,USA,Purity
7,4,93,USA,Care
8,1,94,USA,Equality
9,4,95,USA,Proportionality
10,4,96,USA,Loyalty
11,4,97,USA,Authority
12,4,98,USA,Purity
13,5,99,USA,Care
14,5,100,USA,Equality
15,5,101,USA,Proportionality
16,5,102,USA,Loyalty
17,5,103,USA,Authority
18,4,104,USA,Purity
19,4,105,USA,Care
20,5,106,USA,Equality
21,5,107,USA,Proportionality
22,4,108,USA,Loyalty
23,5,109,USA,Authority
24,4,110,USA,Purity
25,5,111,USA,Care
26,5,112,USA,Equality
27,4,113,USA,Proportionality
28,5,114,USA,Loyalty
29,4,115,USA,Authority
30,3,116,USA,Purity
31,4,117,USA,Care
32,1,118,USA,Equality
33,5,119,USA,Proportionality
34,4,120,USA,Loyalty
35,4,121,USA,Authority
36,2,122,USA,Purity
1,4,123,USA,Care
2,3,124,USA,Equality
3,3,125,USA,Proportionality
4,4,126,USA,Loyalty
5,4,127,USA,Authority
6,4,128,USA,Purity
7,5,129,USA,Care
8,2,130,USA,Equality
9,4,131,USA,Proportionality
10,3,132,USA,Loyalty
11,4,133,USA,Authority
12,4,134,USA,Purity
13,4,135,USA,Care
14,4,136,USA,Equality
15,3,137,USA,Proportionality
16,4,138,USA,Loyalty
17,4,139,USA,Authority
18,4,140,USA,Purity
19,4,141,USA,Care
20,3,142,USA,Equality
21,4,143,USA,Proportionality
22,3,144,USA,Loyalty
23,4,145,USA,Authority
24,2,146,USA,Purity
25,4,147,USA,Care
26,2,148,USA,Equality
27,3,149,USA,Proportionality
28,4,150,USA,Loyalty
29,3,151,USA,Authority
30,2,152,USA,Purity
31,4,153,USA,Care
32,1,154,USA,Equality
33,3,155,USA,Proportionality
34,4,156,USA,Loyalty
35,4,157,USA,Authority
36,2,158,USA,Purity
1,4,159,USA,Care
2,4,160,USA,Equality
3,3,161,USA,Proportionality
4,2,162,USA,Loyalty
5,2,163,USA,Authority
6,2,164,USA,Purity
7,4,165,USA,Care
8,2,166,USA,Equality
9,3,167,USA,Proportionality
10,2,168,USA,Loyalty
11,4,169,USA,Authority
12,2,170,USA,Purity
13,4,171,USA,Care
14,3,172,USA,Equality
15,4,173,USA,Proportionality
16,3,174,USA,Loyalty
17,3,175,USA,Authority
18,1,176,USA,Purity
19,5,177,USA,Care
20,4,178,USA,Equality
21,4,179,USA,Proportionality
22,3,180,USA,Loyalty
23,4,181,USA,Authority
24,1,182,USA,Purity
25,5,183,USA,Care
26,3,184,USA,Equality
27,3,185,USA,Proportionality
28,4,186,USA,Loyalty
29,3,187,USA,Authority
30,2,188,USA,Purity
31,5,189,USA,Care
32,4,190,USA,Equality
33,5,191,USA,Proportionality
34,2,192,USA,Loyalty
35,4,193,USA,Authority
36,3,194,USA,Purity
1,5,195,USA,Care
2,4,196,USA,Equality
3,5,197,USA,Proportionality
4,5,198,USA,Loyalty
5,5,199,USA,Authority
6,5,200,USA,Purity
7,5,201,USA,Care
8,5,202,USA,Equality
9,5,203,USA,Proportionality
10,4,204,USA,Loyalty
11,4,205,USA,Authority
12,5,206,USA,Purity
13,5,207,USA,Care
14,5,208,USA,Equality
15,4,209,USA,Proportionality
16,5,210,USA,Loyalty
17,5,211,USA,Authority
18,5,212,USA,Purity
19,4,213,USA,Care
20,4,214,USA,Equality
21,5,215,USA,Proportionality
22,5,216,USA,Loyalty
23,5,217,USA,Authority
24,5,218,USA,Purity
25,5,219,USA,Care
26,5,220,USA,Equality
27,5,221,USA,Proportionality
28,4,222,USA,Loyalty
29,4,223,USA,Authority
30,5,224,USA,Purity
31,4,225,USA,Care
32,5,226,USA,Equality
33,4,227,USA,Proportionality
34,5,228,USA,Loyalty
35,5,229,USA,Authority
36,5,230,USA,Purity
1,5,231,USA,Care
2,1,232,USA,Equality
3,2,233,USA,Proportionality
4,5,234,USA,Loyalty
5,5,235,USA,Authority
6,5,236,USA,Purity
7,5,237,USA,Care
8,1,238,USA,Equality
9,5,239,USA,Proportionality
10,5,240,USA,Loyalty
11,5,241,USA,Authority
12,5,242,USA,Purity
13,5,243,USA,Care
14,5,244,USA,Equality
15,5,245,USA,Proportionality
16,5,246,USA,Loyalty
17,5,247,USA,Authority
18,5,248,USA,Purity
19,5,249,USA,Care
20,1,250,USA,Equality
21,5,251,USA,Proportionality
22,5,252,USA,Loyalty
23,5,253,USA,Authority
24,5,254,USA,Purity
25,5,255,USA,Care
26,3,256,USA,Equality
27,3,257,USA,Proportionality
28,5,258,USA,Loyalty
29,5,259,USA,Authority
30,1,260,USA,Purity
31,5,261,USA,Care
32,1,262,USA,Equality
33,5,263,USA,Proportionality
34,5,264,USA,Loyalty
35,5,265,USA,Authority
36,4,266,USA,Purity
1,5,267,USA,Care
2,5,268,USA,Equality
3,5,269,USA,Proportionality
4,3,270,USA,Loyalty
5,3,271,USA,Authority
6,1,272,USA,Purity
7,5,273,USA,Care
8,5,274,USA,Equality
9,3,275,USA,Proportionality
10,3,276,USA,Loyalty
11,2,277,USA,Authority
12,1,278,USA,Purity
13,5,279,USA,Care
14,5,280,USA,Equality
15,5,281,USA,Proportionality
16,4,282,USA,Loyalty
17,2,283,USA,Authority
18,4,284,USA,Purity
19,5,285,USA,Care
20,5,286,USA,Equality
21,5,287,USA,Proportionality
22,5,288,USA,Loyalty
23,3,289,USA,Authority
24,1,290,USA,Purity
25,5,291,USA,Care
26,1,292,USA,Equality
27,5,293,USA,Proportionality
28,4,294,USA,Loyalty
29,4,295,USA,Authority
30,1,296,USA,Purity
31,5,297,USA,Care
32,3,298,USA,Equality
33,2,299,USA,Proportionality
34,4,300,USA,Loyalty
35,2,301,USA,Authority
36,1,302,USA,Purity
1,5,303,USA,Care
2,1,304,USA,Equality
3,3,305,USA,Proportionality
4,4,306,USA,Loyalty
5,4,307,USA,Authority
6,3,308,USA,Purity
7,5,309,USA,Care
8,1,310,USA,Equality
9,2,311,USA,Proportionality
10,4,312,USA,Loyalty
11,3,313,USA,Authority
12,2,314,USA,Purity
13,5,315,USA,Care
14,5,316,USA,Equality
15,5,317,USA,Proportionality
16,3,318,USA,Loyalty
17,5,319,USA,Authority
18,5,320,USA,Purity
19,5,321,USA,Care
20,1,322,USA,Equality
21,4,323,USA,Proportionality
22,4,324,USA,Loyalty
23,4,325,USA,Authority
24,2,326,USA,Purity
25,5,327,USA,Care
26,3,328,USA,Equality
27,3,329,USA,Proportionality
28,4,330,USA,Loyalty
29,5,331,USA,Authority
30,5,332,USA,Purity
31,5,333,USA,Care
32,1,334,USA,Equality
33,4,335,USA,Proportionality
34,4,336,USA,Loyalty
35,2,337,USA,Authority
36,4,338,USA,Purity
1,3,339,USA,Care
2,3,340,USA,Equality
3,4,341,USA,Proportionality
4,3,342,USA,Loyalty
5,3,343,USA,Authority
6,3,344,USA,Purity
7,3,345,USA,Care
8,3,346,USA,Equality
9,3,347,USA,Proportionality
10,3,348,USA,Loyalty
11,3,349,USA,Authority
12,3,350,USA,Purity
13,3,351,USA,Care
14,3,352,USA,Equality
15,3,353,USA,Proportionality
16,3,354,USA,Loyalty
17,3,355,USA,Authority
18,3,356,USA,Purity
19,3,357,USA,Care
20,3,358,USA,Equality
21,3,359,USA,Proportionality
22,3,360,USA,Loyalty
23,3,361,USA,Authority
24,3,362,USA,Purity
25,2,363,USA,Care
26,3,364,USA,Equality
27,3,365,USA,Proportionality
28,3,366,USA,Loyalty
29,3,367,USA,Authority
30,3,368,USA,Purity
31,3,369,USA,Care
32,3,370,USA,Equality
33,2,371,USA,Proportionality
34,3,372,USA,Loyalty
35,2,373,USA,Authority
36,2,374,USA,Purity
1,3,375,USA,Care
2,3,376,USA,Equality
3,3,377,USA,Proportionality
4,3,378,USA,Loyalty
5,3,379,USA,Authority
6,3,380,USA,Purity
7,3,381,USA,Care
8,3,382,USA,Equality
9,2,383,USA,Proportionality
10,3,384,USA,Loyalty
11,3,385,USA,Authority
12,3,386,USA,Purity
13,3,387,USA,Care
14,3,388,USA,Equality
15,3,389,USA,Proportionality
16,3,390,USA,Loyalty
17,3,391,USA,Authority
18,2,392,USA,Purity
19,3,393,USA,Care
20,3,394,USA,Equality
21,3,395,USA,Proportionality
22,3,396,USA,Loyalty
23,3,397,USA,Authority
24,1,398,USA,Purity
25,3,399,USA,Care
26,3,400,USA,Equality
27,3,401,USA,Proportionality
28,3,402,USA,Loyalty
29,3,403,USA,Authority
30,3,404,USA,Purity
31,3,405,USA,Care
32,1,406,USA,Equality
33,3,407,USA,Proportionality
34,3,408,USA,Loyalty
35,3,409,USA,Authority
36,2,410,USA,Purity
1,5,411,USA,Care
2,4,412,USA,Equality
3,5,413,USA,Proportionality
4,5,414,USA,Loyalty
5,4,415,USA,Authority
6,2,416,USA,Purity
7,5,417,USA,Care
8,4,418,USA,Equality
9,5,419,USA,Proportionality
10,4,420,USA,Loyalty
11,5,421,USA,Authority
12,5,422,USA,Purity
13,4,423,USA,Care
14,4,424,USA,Equality
15,5,425,USA,Proportionality
16,5,426,USA,Loyalty
17,4,427,USA,Authority
18,1,428,USA,Purity
19,4,429,USA,Care
20,4,430,USA,Equality
21,5,431,USA,Proportionality
22,5,432,USA,Loyalty
23,4,433,USA,Authority
24,3,434,USA,Purity
25,5,435,USA,Care
26,5,436,USA,Equality
27,5,437,USA,Proportionality
28,5,438,USA,Loyalty
29,5,439,USA,Authority
30,4,440,USA,Purity
31,5,441,USA,Care
32,2,442,USA,Equality
33,5,443,USA,Proportionality
34,5,444,USA,Loyalty
35,5,445,USA,Authority
36,1,446,USA,Purity
1,5,447,USA,Care
2,3,448,USA,Equality
3,5,449,USA,Proportionality
4,4,450,USA,Loyalty
5,5,451,USA,Authority
6,3,452,USA,Purity
7,5,453,USA,Care
8,3,454,USA,Equality
9,4,455,USA,Proportionality
10,5,456,USA,Loyalty
11,4,457,USA,Authority
12,3,458,USA,Purity
13,4,459,USA,Care
14,3,460,USA,Equality
15,5,461,USA,Proportionality
16,5,462,USA,Loyalty
17,5,463,USA,Authority
18,3,464,USA,Purity
19,5,465,USA,Care
20,3,466,USA,Equality
21,5,467,USA,Proportionality
22,4,468,USA,Loyalty
23,5,469,USA,Authority
24,3,470,USA,Purity
25,5,471,USA,Care
26,4,472,USA,Equality
27,3,473,USA,Proportionality
28,5,474,USA,Loyalty
29,5,475,USA,Authority
30,3,476,USA,Purity
31,4,477,USA,Care
32,3,478,USA,Equality
33,3,479,USA,Proportionality
34,4,480,USA,Loyalty
35,5,481,USA,Authority
36,3,482,USA,Purity
1,5,483,USA,Care
2,2,484,USA,Equality
3,5,485,USA,Proportionality
4,5,486,USA,Loyalty
5,5,487,USA,Authority
6,5,488,USA,Purity
7,5,489,USA,Care
8,2,490,USA,Equality
9,4,491,USA,Proportionality
10,4,492,USA,Loyalty
11,4,493,USA,Authority
12,5,494,USA,Purity
13,5,495,USA,Care
14,4,496,USA,Equality
15,4,497,USA,Proportionality
16,5,498,USA,Loyalty
17,5,499,USA,Authority
18,4,500,USA,Purity
19,5,501,USA,Care
20,4,502,USA,Equality
21,5,503,USA,Proportionality
22,5,504,USA,Loyalty
23,5,505,USA,Authority
24,4,506,USA,Purity
25,4,507,USA,Care
26,2,508,USA,Equality
27,5,509,USA,Proportionality
28,5,510,USA,Loyalty
29,4,511,USA,Authority
30,4,512,USA,Purity
31,4,513,USA,Care
32,1,514,USA,Equality
33,5,515,USA,Proportionality
34,5,1,USA,Loyalty
35,4,2,USA,Authority
36,4,3,USA,Purity
1,5,4,USA,Care
2,5,5,USA,Equality
3,5,6,USA,Proportionality
4,3,7,USA,Loyalty
5,5,8,USA,Authority
6,5,9,USA,Purity
7,4,10,USA,Care
8,4,11,USA,Equality
9,4,12,USA,Proportionality
10,3,13,USA,Loyalty
11,5,14,USA,Authority
12,2,15,USA,Purity
13,5,16,USA,Care
14,5,17,USA,Equality
15,3,18,USA,Proportionality
16,2,19,USA,Loyalty
17,5,20,USA,Authority
18,5,21,USA,Purity
19,3,22,USA,Care
20,3,23,USA,Equality
21,3,24,USA,Proportionality
22,1,25,USA,Loyalty
23,5,26,USA,Authority
24,5,27,USA,Purity
25,5,28,USA,Care
26,5,29,USA,Equality
27,3,30,USA,Proportionality
28,3,31,USA,Loyalty
29,2,32,USA,Authority
30,4,33,USA,Purity
31,3,34,USA,Care
32,1,35,USA,Equality
33,3,36,USA,Proportionality
34,5,37,USA,Loyalty
35,5,38,USA,Authority
36,2,39,USA,Purity
1,5,40,USA,Care
2,1,41,USA,Equality
3,1,42,USA,Proportionality
4,5,43,USA,Loyalty
5,4,44,USA,Authority
6,4,45,USA,Purity
7,5,46,USA,Care
8,1,47,USA,Equality
9,3,48,USA,Proportionality
10,4,49,USA,Loyalty
11,3,50,USA,Authority
12,1,51,USA,Purity
13,5,52,USA,Care
14,1,53,USA,Equality
15,5,54,USA,Proportionality
16,5,55,USA,Loyalty
17,5,56,USA,Authority
18,1,57,USA,Purity
19,5,58,USA,Care
20,1,59,USA,Equality
21,5,60,USA,Proportionality
22,4,61,USA,Loyalty
23,4,62,USA,Authority
24,1,63,USA,Purity
25,5,64,USA,Care
26,3,65,USA,Equality
27,3,66,USA,Proportionality
28,5,67,USA,Loyalty
29,4,68,USA,Authority
30,5,69,USA,Purity
31,3,70,USA,Care
32,1,71,USA,Equality
33,2,72,USA,Proportionality
34,5,73,USA,Loyalty
35,5,74,USA,Authority
36,3,75,USA,Purity
1,4,76,USA,Care
2,3,77,USA,Equality
3,4,78,USA,Proportionality
4,2,79,USA,Loyalty
5,4,80,USA,Authority
6,4,81,USA,Purity
7,3,82,USA,Care
8,2,83,USA,Equality
9,4,84,USA,Proportionality
10,1,85,USA,Loyalty
11,3,86,USA,Authority
12,5,87,USA,Purity
13,4,88,USA,Care
14,5,89,USA,Equality
15,5,90,USA,Proportionality
16,1,91,USA,Loyalty
17,4,92,USA,Authority
18,5,93,USA,Purity
19,5,94,USA,Care
20,2,95,USA,Equality
21,4,96,USA,Proportionality
22,1,97,USA,Loyalty
23,4,98,USA,Authority
24,2,99,USA,Purity
25,4,100,USA,Care
26,3,101,USA,Equality
27,4,102,USA,Proportionality
28,3,103,USA,Loyalty
29,4,104,USA,Authority
30,2,105,USA,Purity
31,5,106,USA,Care
32,2,107,USA,Equality
33,5,108,USA,Proportionality
34,3,109,USA,Loyalty
35,3,110,USA,Authority
36,5,111,USA,Purity
1,5,112,USA,Care
2,4,113,USA,Equality
3,2,114,USA,Proportionality
4,1,115,USA,Loyalty
5,2,116,USA,Authority
6,2,117,USA,Purity
7,5,118,USA,Care
8,4,119,USA,Equality
9,2,120,USA,Proportionality
10,1,121,USA,Loyalty
11,1,122,USA,Authority
12,1,123,USA,Purity
13,5,124,USA,Care
14,5,125,USA,Equality
15,1,126,USA,Proportionality
16,1,127,USA,Loyalty
17,3,128,USA,Authority
18,1,129,USA,Purity
19,5,130,USA,Care
20,4,131,USA,Equality
21,3,132,USA,Proportionality
22,3,133,USA,Loyalty
23,2,134,USA,Authority
24,1,135,USA,Purity
25,5,136,USA,Care
26,4,137,USA,Equality
27,1,138,USA,Proportionality
28,2,139,USA,Loyalty
29,2,140,USA,Authority
30,4,141,USA,Purity
31,5,142,USA,Care
32,4,143,USA,Equality
33,3,144,USA,Proportionality
34,2,145,USA,Loyalty
35,4,146,USA,Authority
36,1,147,USA,Purity
1,5,148,USA,Care
2,5,149,USA,Equality
3,3,150,USA,Proportionality
4,4,151,USA,Loyalty
5,5,152,USA,Authority
6,5,153,USA,Purity
7,5,154,USA,Care
8,2,155,USA,Equality
9,5,156,USA,Proportionality
10,4,157,USA,Loyalty
11,4,158,USA,Authority
12,5,159,USA,Purity
13,4,160,USA,Care
14,4,161,USA,Equality
15,5,162,USA,Proportionality
16,4,163,USA,Loyalty
17,5,164,USA,Authority
18,5,165,USA,Purity
19,5,166,USA,Care
20,5,167,USA,Equality
21,4,168,USA,Proportionality
22,5,169,USA,Loyalty
23,4,170,USA,Authority
24,4,171,USA,Purity
25,5,172,USA,Care
26,5,173,USA,Equality
27,5,174,USA,Proportionality
28,4,175,USA,Loyalty
29,5,176,USA,Authority
30,5,177,USA,Purity
31,5,178,USA,Care
32,5,179,USA,Equality
33,4,180,USA,Proportionality
34,4,181,USA,Loyalty
35,5,182,USA,Authority
36,4,183,USA,Purity
1,4,184,USA,Care
2,3,185,USA,Equality
3,3,186,USA,Proportionality
4,3,187,USA,Loyalty
5,4,188,USA,Authority
6,4,189,USA,Purity
7,3,190,USA,Care
8,4,191,USA,Equality
9,3,192,USA,Proportionality
10,3,193,USA,Loyalty
11,2,194,USA,Authority
12,1,195,USA,Purity
13,4,196,USA,Care
14,4,197,USA,Equality
15,4,198,USA,Proportionality
16,2,199,USA,Loyalty
17,3,200,USA,Authority
18,4,201,USA,Purity
19,2,202,USA,Care
20,4,203,USA,Equality
21,4,204,USA,Proportionality
22,1,205,USA,Loyalty
23,1,206,USA,Authority
24,1,207,USA,Purity
25,4,208,USA,Care
26,2,209,USA,Equality
27,3,210,USA,Proportionality
28,3,211,USA,Loyalty
29,2,212,USA,Authority
30,4,213,USA,Purity
31,4,214,USA,Care
32,4,215,USA,Equality
33,4,216,USA,Proportionality
34,2,217,USA,Loyalty
35,2,218,USA,Authority
36,1,219,USA,Purity
1,5,220,USA,Care
2,3,221,USA,Equality
3,4,222,USA,Proportionality
4,4,223,USA,Loyalty
5,4,224,USA,Authority
6,5,225,USA,Purity
7,5,226,USA,Care
8,3,227,USA,Equality
9,3,228,USA,Proportionality
10,4,229,USA,Loyalty
11,4,230,USA,Authority
12,5,231,USA,Purity
13,5,232,USA,Care
14,5,233,USA,Equality
15,4,234,USA,Proportionality
16,4,235,USA,Loyalty
17,5,236,USA,Authority
18,5,237,USA,Purity
19,5,238,USA,Care
20,3,239,USA,Equality
21,5,240,USA,Proportionality
22,4,241,USA,Loyalty
23,4,242,USA,Authority
24,5,243,USA,Purity
25,3,244,USA,Care
26,3,245,USA,Equality
27,3,246,USA,Proportionality
28,4,247,USA,Loyalty
29,5,248,USA,Authority
30,4,249,USA,Purity
31,4,250,USA,Care
32,2,251,USA,Equality
33,4,252,USA,Proportionality
34,3,253,USA,Loyalty
35,4,254,USA,Authority
36,5,255,USA,Purity
1,2,256,USA,Care
2,2,257,USA,Equality
3,2,258,USA,Proportionality
4,2,259,USA,Loyalty
5,2,260,USA,Authority
6,3,261,USA,Purity
7,2,262,USA,Care
8,2,263,USA,Equality
9,2,264,USA,Proportionality
10,2,265,USA,Loyalty
11,2,266,USA,Authority
12,2,267,USA,Purity
13,2,268,USA,Care
14,2,269,USA,Equality
15,3,270,USA,Proportionality
16,2,271,USA,Loyalty
17,2,272,USA,Authority
18,2,273,USA,Purity
19,3,274,USA,Care
20,1,275,USA,Equality
21,3,276,USA,Proportionality
22,2,277,USA,Loyalty
23,3,278,USA,Authority
24,3,279,USA,Purity
25,3,280,USA,Care
26,2,281,USA,Equality
27,2,282,USA,Proportionality
28,2,283,USA,Loyalty
29,2,284,USA,Authority
30,2,285,USA,Purity
31,3,286,USA,Care
32,2,287,USA,Equality
33,5,288,USA,Proportionality
34,2,289,USA,Loyalty
35,2,290,USA,Authority
36,2,291,USA,Purity
1,5,292,USA,Care
2,5,293,USA,Equality
3,5,294,USA,Proportionality
4,5,295,USA,Loyalty
5,5,296,USA,Authority
6,5,297,USA,Purity
7,5,298,USA,Care
8,5,299,USA,Equality
9,5,300,USA,Proportionality
10,3,301,USA,Loyalty
11,5,302,USA,Authority
12,5,303,USA,Purity
13,5,304,USA,Care
14,5,305,USA,Equality
15,5,306,USA,Proportionality
16,5,307,USA,Loyalty
17,5,308,USA,Authority
18,3,309,USA,Purity
19,4,310,USA,Care
20,4,311,USA,Equality
21,5,312,USA,Proportionality
22,4,313,USA,Loyalty
23,5,314,USA,Authority
24,5,315,USA,Purity
25,5,316,USA,Care
26,4,317,USA,Equality
27,4,318,USA,Proportionality
28,5,319,USA,Loyalty
29,5,320,USA,Authority
30,5,321,USA,Purity
31,5,322,USA,Care
32,3,323,USA,Equality
33,5,324,USA,Proportionality
34,5,325,USA,Loyalty
35,5,326,USA,Authority
36,5,327,USA,Purity
1,5,328,USA,Care
2,2,329,USA,Equality
3,4,330,USA,Proportionality
4,4,331,USA,Loyalty
5,4,332,USA,Authority
6,1,333,USA,Purity
7,5,334,USA,Care
8,1,335,USA,Equality
9,4,336,USA,Proportionality
10,1,337,USA,Loyalty
11,5,338,USA,Authority
12,5,339,USA,Purity
13,5,340,USA,Care
14,4,341,USA,Equality
15,5,342,USA,Proportionality
16,5,343,USA,Loyalty
17,4,344,USA,Authority
18,5,345,USA,Purity
19,5,346,USA,Care
20,2,347,USA,Equality
21,5,348,USA,Proportionality
22,5,349,USA,Loyalty
23,4,350,USA,Authority
24,2,351,USA,Purity
25,5,352,USA,Care
26,4,353,USA,Equality
27,4,354,USA,Proportionality
28,5,355,USA,Loyalty
29,5,356,USA,Authority
30,4,357,USA,Purity
31,5,358,USA,Care
32,1,359,USA,Equality
33,1,360,USA,Proportionality
34,5,361,USA,Loyalty
35,5,362,USA,Authority
36,3,363,USA,Purity
1,5,364,USA,Care
2,5,365,USA,Equality
3,5,366,USA,Proportionality
4,1,367,USA,Loyalty
5,5,368,USA,Authority
6,5,369,USA,Purity
7,1,370,USA,Care
8,5,371,USA,Equality
9,3,372,USA,Proportionality
10,1,373,USA,Loyalty
11,5,374,USA,Authority
12,1,375,USA,Purity
13,5,376,USA,Care
14,3,377,USA,Equality
15,5,378,USA,Proportionality
16,1,379,USA,Loyalty
17,5,380,USA,Authority
18,5,381,USA,Purity
19,1,382,USA,Care
20,2,383,USA,Equality
21,5,384,USA,Proportionality
22,1,385,USA,Loyalty
23,4,386,USA,Authority
24,1,387,USA,Purity
25,1,388,USA,Care
26,5,389,USA,Equality
27,5,390,USA,Proportionality
28,3,391,USA,Loyalty
29,5,392,USA,Authority
30,5,393,USA,Purity
31,5,394,USA,Care
32,1,395,USA,Equality
33,3,396,USA,Proportionality
34,5,397,USA,Loyalty
35,5,398,USA,Authority
36,1,399,USA,Purity
1,5,400,USA,Care
2,2,401,USA,Equality
3,2,402,USA,Proportionality
4,5,403,USA,Loyalty
5,5,404,USA,Authority
6,5,405,USA,Purity
7,5,406,USA,Care
8,2,407,USA,Equality
9,4,408,USA,Proportionality
10,5,409,USA,Loyalty
11,4,410,USA,Authority
12,4,411,USA,Purity
13,5,412,USA,Care
14,2,413,USA,Equality
15,5,414,USA,Proportionality
16,5,415,USA,Loyalty
17,5,416,USA,Authority
18,5,417,USA,Purity
19,5,418,USA,Care
20,1,419,USA,Equality
21,5,420,USA,Proportionality
22,5,421,USA,Loyalty
23,5,422,USA,Authority
24,4,423,USA,Purity
25,5,424,USA,Care
26,5,425,USA,Equality
27,4,426,USA,Proportionality
28,5,427,USA,Loyalty
29,5,428,USA,Authority
30,2,429,USA,Purity
31,5,430,USA,Care
32,1,431,USA,Equality
33,5,432,USA,Proportionality
34,5,433,USA,Loyalty
35,5,434,USA,Authority
36,3,435,USA,Purity
1,4,436,USA,Care
